source,target
မနေ့က ဆရာဝန်တွေ့သည်။,မနေ့က ဆရာဝန်တွေ့ခဲ့သည်။
မနက်ဆေးဝယ်သည်။,မနက်မှာ ဆေးဝယ်သည်။
သူလည်း ဆေးလည်း မဝယ်ဘူး။,သူ ဆေးလည်း မဝယ်ဘူး။
ဆေးလိမ်းမည် ပြီးစာဖတ်မည်။,ဆေးလိမ်းပြီး စာဖတ်မည်။
ဆေးဝယ်မည် ပြီးအိမ်ပြန်မည်။,ဆေးဝယ်ပြီး အိမ်ပြန်မည်။
ဆေးဝယ် စဉ်းစားသည်။,ဆေးဝယ်ဖို့ စဉ်းစားသည်။
ကျွန်မ ဆေးမသောက်မည်။,ကျွန်မ ဆေးမသောက်ဘူး။
မနေ့က ဆေးလိမ်းသည်။,မနေ့က ဆေးလိမ်းခဲ့သည်။
သူလည်း ဆေးလည်း မပေးဘူး။,သူ ဆေးလည်း မပေးဘူး။
မနေ့က ဆေးဝယ်သည်။,မနေ့က ဆေးဝယ်ခဲ့သည်။
ညဆေးလိမ်းသည်။,ညမှာ ဆေးလိမ်းသည်။
မနက်ဆေးသောက်သည်။,မနက်မှာ ဆေးသောက်သည်။
မနေ့က သူမ ရှင်းပြသည်။,မနေ့က သူမ ရှင်းပြခဲ့သည်။
စာတမ်းတင် ပြင်ဆင်သည်။,စာတမ်းတင်ဖို့ ပြင်ဆင်သည်။
မနေ့က စာတမ်း ရေးသည်။,မနေ့က စာတမ်း ရေးခဲ့သည်။
သူမ စာတမ်း မတင်မည်။,သူမ စာတမ်း မတင်ဘူး။
လုပ်ဖော်ကိုင်ဖက်မရှိခြင်းဖြင့် မအောင်မြင်ဘူး။,လုပ်ဖော်ကိုင်ဖက်မရှိခြင်းကြောင့် မအောင်မြင်ဘူး။
ညအစည်းအဝေးဝင်သည်။,ညမှာ အစည်းအဝေးဝင်သည်။
အရောင်းဌာနကို လာသည်။,အရောင်းဌာနသို့ လာသည်။
ကျွန်မအလုပ်ကို လျှောက်ထားသည်။,ကျွန်မအလုပ်အတွက် လျှောက်ထားသည်။
မနေ့က ငွေ ပေးသည်။,မနေ့က ငွေ ပေးခဲ့သည်။
စီမံကိန်းတင်မည် ပြီးသုံးသပ်မည်။,စီမံကိန်းတင်ပြီး သုံးသပ်မည်။
အစီအစဉ်မရှိခြင်းဖြင့် မအောင်မြင်ဘူး။,အစီအစဉ်မရှိခြင်းကြောင့် မအောင်မြင်ဘူး။
မနက်စာတမ်းတင်သည်။,မနက်မှာ စာတမ်းတင်သည်။
ညစီမံကိန်းတင်သည်။,ညမှာ စီမံကိန်းတင်သည်။
လုပ်ငန်းစဉ်စတင်မည် ပြီးဖော်ပြမည်။,လုပ်ငန်းစဉ်စတင်ပြီး ဖော်ပြမည်။
စာတမ်းရေးမည် ပြီးလက်မှတ်ထိုးမည်။,စာတမ်းရေးပြီး လက်မှတ်ထိုးမည်။
မနေ့က စီမံချက် သုံးသပ်သည်။,မနေ့က စီမံချက် သုံးသပ်ခဲ့သည်။
ငါ ငွေမပေးမည်။,ငါ ငွေမပေးဘူး။
စီမံကိန်းရေး ဆုံးဖြတ်သည်။,စီမံကိန်းရေးဖို့ ဆုံးဖြတ်သည်။
အလုပ်သမားကို စစ်ဆေးသည်။,အလုပ်သမားအား စစ်ဆေးသည်။
မနေ့က စီမံကိန်း တင်သည်။,မနေ့က စီမံကိန်း တင်ခဲ့သည်။
ဖိအားများဖြင့် မစဉ်းစားနိုင်ဘူး။,ဖိအားများကြောင့် မစဉ်းစားနိုင်ဘူး။
မနက်စီမံကိန်းရေးသည်။,မနက်မှာ စီမံကိန်းရေးသည်။
သူမလည်း လုပ်ငန်းလည်း မစတင်ဘူး။,သူမ လုပ်ငန်းလည်း မစတင်ဘူး။
ဈေးကွက်လေ့လာမည် ပြီးအစီရင်ခံမည်။,ဈေးကွက်လေ့လာပြီး အစီရင်ခံမည်။
သူ အလုပ် မလုပ်မည်။,သူ အလုပ် မလုပ်ဘူး။
အလုပ်လျှောက် ကြံစည်သည်။,အလုပ်လျှောက်ဖို့ ကြံစည်သည်။
သူကုမ္ပဏီကို ဝင်သည်။,သူကုမ္ပဏီတွင် ဝင်သည်။
စီမံကိန်းမကောင်းခြင်းဖြင့် ရရှိမှုနည်းသည်။,စီမံကိန်းမကောင်းခြင်းကြောင့် ရရှိမှုနည်းသည်။
ဈေးကွက်လေ့လာ ကြိုးစားသည်။,ဈေးကွက်လေ့လာဖို့ ကြိုးစားသည်။
သူအဝတ်ကို ချိတ်သည်။,သူအဝတ်ကို ချိတ်ထားသည်။
အင်္ကျီဝယ် စဉ်းစားသည်။,အင်္ကျီဝယ်ဖို့ စဉ်းစားသည်။
ညဖိနပ်ချွတ်သည်။,ညမှာ ဖိနပ်ချွတ်သည်။
သူ ဖိနပ်မဝယ်မည်။,သူ ဖိနပ်မဝယ်ဘူး။
သူမ အထည်မဝတ်မည်။,သူမ အထည်မဝတ်ဘူး။
မနေ့က ဖိနပ် ဝယ်သည်။,မနေ့က ဖိနပ် ဝယ်ခဲ့သည်။
အထည်စစ်မည် ပြီးဝတ်မည်။,အထည်စစ်ပြီး ဝတ်မည်။
ဈေးမှာ သွားပြီးအင်္ကျီကို ဝယ်သည်။,ဈေးသို့ သွားပြီးအင်္ကျီကို ဝယ်သည်။
မနေ့က အင်္ကျီ ဝတ်သည်။,မနေ့က အင်္ကျီ ဝတ်ခဲ့သည်။
သူလည်း အင်္ကျီလည်း မဝတ်ဘူး။,သူ အင်္ကျီလည်း မဝတ်ဘူး။
နေ့လယ်အဝတ်လျှော်သည်။,နေ့လယ်မှာ အဝတ်လျှော်သည်။
ကျွန်မလည်း ဖိနပ်လည်း မဝယ်ဘူး။,ကျွန်မ ဖိနပ်လည်း မဝယ်ဘူး။
အဝတ်လှန် စီစဉ်သည်။,အဝတ်လှန်ဖို့ စီစဉ်သည်။
ဖိနပ်ဝယ် ပြင်ဆင်သည်။,ဖိနပ်ဝယ်ဖို့ ပြင်ဆင်သည်။
အဝတ်လျှော်မည် ပြီးချိတ်မည်။,အဝတ်လျှော်ပြီး ချိတ်မည်။
သည်ရုပ်ရှင်ကားက ကြောက်သော ရုပ်ရှင်ကားဖြစ်သည်။,သည်ရုပ်ရှင်ကားက ကြောက်စရာကောင်းသော ရုပ်ရှင်ကားဖြစ်သည်။
ဤပန်းကန်ထဲ ဟင်းက မွှေးသောကြောင့် စားချင်စဖွယ်ရှိသည်။,ဤပန်းကန်ထဲမှဟင်းက မွှေးသောကြောင့် စားချင်စဖွယ်ရှိသည်။
ဤစားပွဲသည် လေးသော ရွှေ့ရန်ခက်သည်။,ဤစားပွဲသည် လေးသောကြောင့် ရွှေ့ရန်ခက်သည်။
